#class tools::wcsv::ntuple
#title num
#separator 44
#vector_separator 59
#column double num
#column int ENofStep
#column double cos
2.74025,0,0.136407
2.77791,0,0.934918
2.87329,0,0.341699
2.98298,0,0.473327
2.82719,0,0.966783
2.81452,0,0.645144
2.87111,0,0.11919
2.68072,0,0.91272
2.87735,0,0.495054
2.80745,0,0.876964
2.63572,0,0.962591
2.57247,0,0.870903
2.87007,0,0.770824
3.03907,0,0.502863
2.97186,0,0.524217
2.89695,0,0.908437
2.923,0,0.629816
2.95804,0,0.634233
2.83182,0,0.77666
2.87666,0,0.560273
2.83938,0,0.857719
3.00453,0,0.392991
2.70206,0,0.970756
2.83454,0,0.727347
2.94694,0,0.85625
2.78641,0,0.73451
2.78148,0,0.9235
2.54993,0,0.676321
2.8874,0,0.789166
2.76133,0,0.81806
2.99581,0,0.646397
2.9833,0,0.725755
2.93097,0,0.969486
2.84982,0,0.652976
3.03202,0,0.222197
2.87431,0,0.786627
2.90026,1,0.948675
3.02241,1,0.763317
3.03954,1,0.804044
2.89356,1,0.832919
2.72029,1,0.636004
3.03104,1,0.94102
2.91969,1,0.687953
2.79108,1,0.680489
2.90304,1,0.371488
2.93854,1,0.921098
2.8362,1,0.689514
2.7429,1,0.71436
2.99063,1,0.664124
2.87845,1,0.691837
2.58384,1,0.758036
2.85896,1,0.668938
2.66126,1,0.762154
2.7316,1,0.957619
2.60354,1,0.771584
3.03372,1,0.917052
2.89505,1,0.716002
2.69134,1,0.706409
2.88409,1,0.974844
2.98741,1,0.972259
2.91597,1,0.314152
2.72504,1,0.768375
3.03062,1,0.726289
2.74824,1,0.580378
3.04168,1,0.375208
2.83599,1,0.493841
3.04021,1,0.484168
2.70681,1,0.810159
2.86734,1,0.260007
2.88437,1,0.89402
2.91664,1,0.936009
2.67132,1,0.604227
2.97997,1,0.97386
2.94553,1,0.93259
2.93,1,0.479662
2.84826,1,0.397134
2.83368,2,0.559701
2.80897,2,0.831698
3.01041,2,0.987571
2.76604,2,0.30161
2.81038,2,0.147574
2.81428,2,0.648846
2.7781,2,0.806897
3.01021,2,0.691834
2.77155,2,0.586299
2.91462,2,0.547831
2.8287,2,0.578132
2.93045,2,0.740706
2.89611,2,0.571884
2.83424,2,0.757508
2.66895,2,0.754207
2.81355,2,0.814928
2.93436,2,0.97902
2.90239,2,0.676488
2.92336,2,0.787174
2.74903,2,0.969611
2.91936,2,0.730547
2.69267,2,0.675315
2.81315,2,0.742506
2.89983,2,0.830063
2.81061,2,0.611625
3.04901,2,0.603196
2.84571,2,0.800604
2.92392,2,0.995869
2.9436,2,0.760491
2.61796,2,0.969219
2.9073,2,0.777165
2.86897,2,0.711409
2.88931,2,0.923669
2.65511,2,0.385091
2.60064,2,0.739202
2.7831,2,0.630166
3.00849,2,0.658931
2.83669,2,0.0905854
2.70897,2,0.546891
2.71226,2,0.666208
2.75159,2,0.179676
2.78877,2,0.717348
3.04002,3,0.97291
2.86824,3,0.946152
2.86325,3,0.768216
3.03189,3,0.714538
2.55195,3,0.939385
2.96578,3,0.96335
2.69169,3,0.585676
2.82293,3,0.757744
2.88036,3,0.935322
2.70733,3,0.784039
2.84736,3,0.775207
2.78624,3,0.783984
2.9283,3,0.621256
2.79919,3,0.587553
2.71396,3,0.400991
2.92609,3,0.867887
2.74773,3,0.210459
2.70518,3,0.478972
2.92194,3,0.782459
3.03822,3,0.780037
2.79475,3,0.67502
2.84465,3,0.865682
2.82059,3,0.628898
2.90962,3,0.211234
2.72288,3,0.912317
2.95299,3,0.349261
2.93903,3,0.70917
2.89143,3,0.774869
2.61277,3,0.990769
2.88695,3,0.990659
2.73598,3,0.235908
2.95494,3,0.960011
2.84491,3,0.277583
2.68314,3,0.640876
2.90356,3,0.838375
2.95629,3,0.277631
2.91232,3,0.304348
2.91589,3,0.532004
3.05305,3,0.23817
2.64953,3,0.70466
2.93654,3,0.86328
2.99697,3,0.897525
2.94091,4,0.532774
2.85108,4,0.632592
2.49776,4,0.857371
2.94298,4,0.898291
2.93846,4,0.830235
3.00687,4,0.259546
2.70018,4,0.731498
2.92473,4,0.560616
2.77965,4,0.385533
2.87803,4,0.812315
2.63439,4,0.559486
2.83936,4,0.629884
2.97401,4,0.722706
2.84385,4,0.640975
2.92444,4,0.727899
2.85962,4,0.690038
2.72763,4,0.725718
2.95519,4,0.674056
2.5698,4,0.99935
2.7317,4,0.727613
2.75095,4,0.548351
2.54735,4,0.0898461
2.63745,4,0.609052
2.73596,4,0.933778
2.83898,4,0.823518
2.9436,4,0.410743
2.75577,4,0.640495
2.69217,4,0.962772
3.00218,4,0.894295
2.64309,4,0.930232
2.95812,4,0.562566
2.61153,4,0.262298
3.02636,4,0.774821
2.93759,4,0.951517
2.86437,4,0.607212
2.66034,4,0.903158
3.07829,4,0.627618
3.03201,4,0.797524
2.71565,4,0.919508
2.78445,4,0.881979
2.96986,4,0.966535
2.97207,5,0.811571
2.99173,5,0.926679
2.84773,5,0.916189
2.88306,5,0.623918
2.65004,5,0.845501
3.01128,5,0.938613
2.85698,5,0.50504
2.9228,5,0.908388
3.03568,5,0.820436
2.9868,5,0.228063
2.80644,5,0.0252059
2.92865,5,0.968941
2.95023,5,0.672242
2.822,5,0.949626
2.70029,5,0.745721
2.6841,5,0.449638
2.87028,5,0.40002
3.1026,5,0.781507
2.83924,5,0.934889
2.68237,5,0.6848
2.88865,5,0.90137
2.73452,5,0.807327
2.98402,5,0.915923
2.8646,5,0.422934
2.9257,5,0.914767
2.88626,5,0.516761
2.90218,5,0.674351
2.52896,5,0.698524
2.81436,5,0.957558
2.85602,5,0.85772
2.9107,5,0.518968
2.81941,5,0.978112
2.90173,5,0.65387
2.93012,5,0.547962
2.8351,5,0.800946
3.02745,5,0.767551
2.76319,5,0.409147
2.68448,5,0.918857
2.84883,5,0.36504
2.80801,5,0.653105
2.92081,5,0.621235
2.98321,5,0.52034
2.70953,5,0.659793
2.99485,5,0.288382
2.60028,5,0.822093
2.90344,5,0.0317534
3.02971,5,0.859516
2.75751,6,0.253674
2.68128,6,0.755691
2.83312,6,0.840255
2.77832,6,0.683729
2.72724,6,0.597206
2.99727,6,0.523263
2.80525,6,0.899043
2.68245,6,0.892026
2.80833,6,0.942947
2.86488,6,0.97431
2.82735,6,0.679989
2.70043,6,0.504313
2.65849,6,0.228166
2.84613,6,0.75438
2.97141,6,0.675087
2.71535,6,0.967852
2.98675,6,0.909129
2.86765,6,0.976114
2.78322,6,0.863654
2.65383,6,0.547864
2.96913,6,0.933488
2.80525,6,0.965916
2.84392,6,0.532695
2.61969,6,0.758095
2.83657,6,0.990639
2.98,6,0.771207
2.70321,6,0.840904
2.69885,6,0.698725
2.54386,6,0.906005
2.61125,6,0.649098
2.90881,6,0.859697
2.99027,6,0.795033
2.81813,6,0.692024
2.99395,6,0.957681
2.90009,7,0.775522
2.72551,7,0.814834
2.66004,7,0.44663
2.93028,7,0.673576
2.84119,7,0.893345
2.95866,7,0.515848
